from,edge,to
728,501,33
367,502,615
367,502,615
862,503,363
862,503,363
654,504,912
654,504,912
755,505,402
755,505,402
803,506,490
803,506,490
73,507,819
73,507,819
764,508,140
764,508,140
649,509,453
649,509,453
967,510,187
967,510,187
705,511,21
705,511,21
889,512,370
889,512,370
812,513,989
812,513,989
919,514,667
919,514,667
438,515,650
438,515,650
551,516,489
551,516,489
908,517,35
908,517,35
506,518,458
506,518,458
345,519,319
345,519,319
233,520,653
233,520,653
858,521,385
858,521,385
857,522,434
857,522,434
333,523,944
333,523,944
121,524,52
121,524,52
86,525,216
86,525,216
273,526,99
273,526,99
222,527,963
222,527,963
381,528,147
381,528,147
369,529,324
369,529,324
865,530,209
865,530,209
478,531,240
478,531,240
306,532,920
306,532,920
189,533,242
189,533,242
88,534,359
88,534,359
60,535,73
60,535,73
455,536,572
455,536,572
336,537,134
336,537,134
116,538,669
116,538,669
110,539,164
110,539,164
328,540,23
328,540,23
216,541,257
216,541,257
587,542,934
587,542,934
267,543,79
267,543,79
839,544,36
839,544,36
508,545,996
508,545,996
393,546,493
393,546,493
436,547,714
436,547,714
882,548,954
882,548,954
463,549,98
463,549,98
664,550,336
664,550,336
489,551,575
489,551,575
990,552,303
990,552,303
647,553,401
647,553,401
283,554,524
283,554,524
311,555,86
311,555,86
919,556,144
919,556,144
35,557,697
35,557,697
979,558,649
979,558,649
995,559,971
995,559,971
867,560,271
867,560,271
964,561,257
964,561,257
710,562,267
710,562,267
526,563,810
526,563,810
99,564,202
99,564,202
426,565,596
426,565,596
685,566,891
685,566,891
502,567,371
502,567,371
827,568,192
827,568,192
996,569,406
996,569,406
233,570,505
233,570,505
849,571,695
849,571,695
470,572,533
470,572,533
480,573,967
480,573,967
858,574,450
858,574,450
613,575,564
613,575,564
234,576,610
234,576,610
659,577,844
659,577,844
238,578,90
238,578,90
558,579,750
558,579,750
81,580,950
81,580,950
418,581,190
418,581,190
214,582,816
214,582,816
364,583,612
364,583,612
438,584,877
438,584,877
847,585,871
847,585,871
752,586,391
752,586,391
128,587,667
128,587,667
950,588,500
950,588,500
388,589,689
388,589,689
257,590,815
257,590,815
720,591,542
720,591,542
87,592,269
87,592,269
454,593,609
454,593,609
597,594,106
597,594,106
450,595,149
450,595,149
674,596,273
674,596,273
909,597,259
909,597,259
685,598,799
685,598,799
183,599,245
183,599,245
226,600,111
226,600,111
908,601,544
908,601,544
966,602,516
966,602,516
581,603,40
581,603,40
544,604,492
544,604,492
418,605,50
418,605,50
381,606,823
381,606,823
472,607,975
472,607,975
465,608,59
465,608,59
894,609,950
894,609,950
229,610,238
229,610,238
683,611,580
683,611,580
539,612,591
539,612,591
128,613,395
128,613,395
404,614,848
404,614,848
379,615,218
379,615,218
932,616,935
932,616,935
730,617,973
730,617,973
506,618,479
506,618,479
394,619,371
394,619,371
485,620,816
485,620,816
47,621,30
47,621,30
238,622,169
238,622,169
423,623,235
423,623,235
178,624,546
178,624,546
826,625,81
826,625,81
426,626,86
426,626,86
926,627,669
926,627,669
816,628,220
816,628,220
24,629,52
24,629,52
815,630,466
815,630,466
574,631,798
574,631,798
49,632,684
49,632,684
922,633,116
922,633,116
149,634,716
149,634,716
154,635,509
154,635,509
337,636,427
337,636,427
698,637,796
698,637,796
540,638,813
540,638,813
547,639,574
547,639,574
227,640,145
227,640,145
38,641,62
38,641,62
370,642,7
370,642,7
220,643,902
220,643,902
269,644,640
269,644,640
647,645,164
647,645,164
570,646,66
570,646,66
603,647,646
603,647,646
866,648,445
866,648,445
682,649,9
682,649,9
876,650,721
876,650,721
223,651,194
223,651,194
982,652,241
982,652,241
767,653,758
767,653,758
833,654,37
833,654,37
815,655,716
815,655,716
801,656,621
801,656,621
132,657,118
132,657,118
681,658,881
681,658,881
933,659,464
933,659,464
48,660,914
48,660,914
146,661,851
146,661,851
161,662,797
161,662,797
803,663,691
803,663,691
774,664,939
774,664,939
248,665,885
248,665,885
483,666,803
483,666,803
741,667,421
741,667,421
272,668,251
272,668,251
839,669,314
839,669,314
288,670,8
288,670,8
380,671,517
380,671,517
648,672,234
648,672,234
679,673,291
679,673,291
514,674,608
514,674,608
956,675,284
956,675,284
644,676,229
644,676,229
172,677,45
172,677,45
248,678,33
248,678,33
178,679,240
178,679,240
303,680,339
303,680,339
29,681,585
29,681,585
721,682,237
721,682,237
857,683,46
857,683,46
522,684,440
522,684,440
158,685,674
158,685,674
455,686,957
455,686,957
746,687,471
746,687,471
926,688,68
926,688,68
895,689,342
895,689,342
945,690,664
945,690,664
844,691,544
844,691,544
589,692,567
589,692,567
839,693,754
839,693,754
840,694,666
840,694,666
544,695,801
544,695,801
335,696,740
335,696,740
499,697,439
499,697,439
996,698,108
996,698,108
666,699,175
666,699,175
850,700,89
850,700,89
772,701,179
772,701,179
483,702,15
483,702,15
144,703,342
144,703,342
225,704,459
225,704,459
522,705,860
522,705,860
565,706,470
565,706,470
1000,707,955
1000,707,955
245,708,492
245,708,492
502,709,956
502,709,956
298,710,753
298,710,753
550,711,49
550,711,49
621,712,372
621,712,372
405,713,451
405,713,451
172,714,784
172,714,784
932,715,990
932,715,990
220,716,228
220,716,228
117,717,917
117,717,917
990,718,383
990,718,383
844,719,14
844,719,14
130,720,104
130,720,104
98,721,81
98,721,81
634,722,802
634,722,802
437,723,206
437,723,206
603,724,676
603,724,676
529,725,541
529,725,541
811,726,198
811,726,198
911,727,994
911,727,994
74,728,149
74,728,149
24,729,424
24,729,424
188,730,157
188,730,157
947,731,866
947,731,866
581,732,965
581,732,965
40,733,983
40,733,983
882,734,333
882,734,333
915,735,784
915,735,784
193,736,468
193,736,468
616,737,709
616,737,709
841,738,594
841,738,594
86,739,750
86,739,750
570,740,207
570,740,207
678,741,10
678,741,10
68,742,569
68,742,569
373,743,915
373,743,915
450,744,348
450,744,348
941,745,682
941,745,682
923,746,491
923,746,491
557,747,386
557,747,386
676,748,5
676,748,5
121,749,379
121,749,379
190,750,981
190,750,981
893,751,942
893,751,942
45,752,534
45,752,534
614,753,806
614,753,806
407,754,245
407,754,245
6,755,209
6,755,209
416,756,688
416,756,688
725,757,110
725,757,110
108,758,217
108,758,217
396,759,530
396,759,530
52,760,610
52,760,610
907,761,542
907,761,542
426,762,841
426,762,841
828,763,941
828,763,941
762,764,244
762,764,244
777,765,682
777,765,682
296,766,384
296,766,384
166,767,400
166,767,400
117,768,43
117,768,43
897,769,348
897,769,348
853,770,569
853,770,569
581,771,208
581,771,208
892,772,56
892,772,56
493,773,176
493,773,176
375,774,513
375,774,513
708,775,254
708,775,254
525,776,394
525,776,394
985,777,501
985,777,501
15,778,267
15,778,267
603,779,160
603,779,160
66,780,356
66,780,356
67,781,211
67,781,211
154,782,555
154,782,555
659,783,293
659,783,293
842,784,413
842,784,413
230,785,480
230,785,480
804,786,320
804,786,320
916,787,889
916,787,889
38,788,702
38,788,702
385,789,677
385,789,677
178,790,628
178,790,628
570,791,608
570,791,608
556,792,618
556,792,618
494,793,797
494,793,797
879,794,640
879,794,640
913,795,844
913,795,844
249,796,792
249,796,792
581,797,512
581,797,512
71,798,50
71,798,50
38,799,506
38,799,506
713,800,506
713,800,506
149,801,58
149,801,58
75,802,641
75,802,641
979,803,736
979,803,736
276,804,201
276,804,201
947,805,367
947,805,367
937,806,358
937,806,358
930,807,778
930,807,778
636,808,356
636,808,356
499,809,61
499,809,61
483,810,870
483,810,870
556,811,526
556,811,526
156,812,870
156,812,870
332,813,583
332,813,583
264,814,168
264,814,168
57,815,142
57,815,142
807,816,137
807,816,137
739,817,753
739,817,753
110,818,482
110,818,482
991,819,561
991,819,561
877,820,468
877,820,468
476,821,596
476,821,596
709,822,306
709,822,306
66,823,24
66,823,24
218,824,81
218,824,81
515,825,623
515,825,623
445,826,988
445,826,988
479,827,689
479,827,689
96,828,756
96,828,756
44,829,62
44,829,62
287,830,44
287,830,44
421,831,44
421,831,44
158,832,472
158,832,472
690,833,475
690,833,475
955,834,601
955,834,601
200,835,212
200,835,212
365,836,197
365,836,197
77,837,447
77,837,447
146,838,141
146,838,141
698,839,250
698,839,250
958,840,847
958,840,847
603,841,653
603,841,653
561,842,257
561,842,257
535,843,310
535,843,310
704,844,540
704,844,540
571,845,513
571,845,513
569,846,20
569,846,20
220,847,686
220,847,686
882,848,950
882,848,950
203,849,710
203,849,710
842,850,192
842,850,192
202,851,570
202,851,570
362,852,498
362,852,498
589,853,268
589,853,268
350,854,312
350,854,312
639,855,37
639,855,37
805,856,338
805,856,338
375,857,791
375,857,791
424,858,954
424,858,954
225,859,282
225,859,282
468,860,399
468,860,399
112,861,82
112,861,82
125,862,828
125,862,828
430,863,600
430,863,600
808,864,86
808,864,86
826,865,609
826,865,609
996,866,67
996,866,67
675,867,764
675,867,764
157,868,760
157,868,760
662,869,634
662,869,634
151,870,499
151,870,499
14,871,183
14,871,183
161,872,752
161,872,752
931,873,519
931,873,519
30,874,663
30,874,663
501,875,201
501,875,201
377,876,144
377,876,144
949,877,804
949,877,804
124,878,423
124,878,423
275,879,547
275,879,547
130,880,503
130,880,503
363,881,657
363,881,657
132,882,468
132,882,468
647,883,371
647,883,371
39,884,410
39,884,410
295,885,22
295,885,22
550,886,188
550,886,188
782,887,994
782,887,994
855,888,840
855,888,840
244,889,240
244,889,240
157,890,511
157,890,511
261,891,253
261,891,253
115,892,333
115,892,333
167,893,480
167,893,480
898,894,769
898,894,769
690,895,508
690,895,508
898,896,858
898,896,858
855,897,259
855,897,259
138,898,910
138,898,910
797,899,722
797,899,722
506,900,217
506,900,217
795,901,493
795,901,493
779,902,24
779,902,24
682,903,143
682,903,143
440,904,809
440,904,809
456,905,687
456,905,687
423,906,277
423,906,277
754,907,550
754,907,550
997,908,454
997,908,454
408,909,969
408,909,969
201,910,651
201,910,651
537,911,855
537,911,855
444,912,487
444,912,487
359,913,615
359,913,615
203,914,76
203,914,76
284,915,623
284,915,623
610,916,632
610,916,632
487,917,605
487,917,605
373,918,617
373,918,617
107,919,563
107,919,563
140,920,12
140,920,12
371,921,217
371,921,217
380,922,93
380,922,93
296,923,623
296,923,623
624,924,780
624,924,780
877,925,492
877,925,492
297,926,318
297,926,318
376,927,687
376,927,687
909,928,286
909,928,286
732,929,32
732,929,32
571,930,475
571,930,475
478,931,417
478,931,417
271,932,221
271,932,221
979,933,778
979,933,778
538,934,610
538,934,610
613,935,182
613,935,182
954,936,612
954,936,612
116,937,732
116,937,732
928,938,793
928,938,793
355,939,806
355,939,806
549,940,140
549,940,140
255,941,854
255,941,854
750,942,216
750,942,216
267,943,322
267,943,322
565,944,177
565,944,177
406,945,834
406,945,834
631,946,408
631,946,408
980,947,997
980,947,997
155,948,4
155,948,4
271,949,602
271,949,602
130,950,375
130,950,375
183,951,98
183,951,98
279,952,820
279,952,820
390,953,314
390,953,314
546,954,311
546,954,311
133,955,530
133,955,530
412,956,810
412,956,810
442,957,804
442,957,804
989,958,537
989,958,537
498,959,829
498,959,829
336,960,684
336,960,684
402,961,793
402,961,793
167,962,601
167,962,601
561,963,818
561,963,818
239,964,541
239,964,541
520,965,833
520,965,833
908,966,924
908,966,924
20,967,837
20,967,837
613,968,861
613,968,861
631,969,17
631,969,17
969,970,358
969,970,358
348,971,394
348,971,394
202,972,507
202,972,507
179,973,137
179,973,137
245,974,147
245,974,147
538,975,774
538,975,774
940,976,428
940,976,428
218,977,148
218,977,148
862,978,664
862,978,664
418,979,945
418,979,945
994,980,687
994,980,687
996,981,589
996,981,589
454,982,359
454,982,359
976,983,603
976,983,603
191,984,551
191,984,551
397,985,82
397,985,82
678,986,297
678,986,297
421,987,681
421,987,681
671,988,907
671,988,907
66,989,350
66,989,350
757,990,513
757,990,513
887,991,359
887,991,359
867,992,790
867,992,790
667,993,757
667,993,757
595,994,401
595,994,401
559,995,715
559,995,715
270,996,86
270,996,86
994,997,206
994,997,206
440,998,140
440,998,140
337,999,357
337,999,357
992,1000,647
992,1000,647
958,1001,303
958,1001,303
47,1002,516
47,1002,516
886,1003,502
886,1003,502
558,1004,865
558,1004,865
446,1005,770
446,1005,770
263,1006,849
263,1006,849
82,1007,577
82,1007,577
611,1008,267
611,1008,267
421,1009,318
421,1009,318
715,1010,910
715,1010,910
683,1011,33
683,1011,33
134,1012,999
134,1012,999
786,1013,975
786,1013,975
126,1014,431
126,1014,431
590,1015,177
590,1015,177
919,1016,749
919,1016,749
449,1017,18
449,1017,18
854,1018,303
854,1018,303
586,1019,343
586,1019,343
88,1020,941
88,1020,941
124,1021,42
124,1021,42
400,1022,96
400,1022,96
106,1023,799
106,1023,799
618,1024,391
618,1024,391
303,1025,2
303,1025,2
498,1026,582
498,1026,582
558,1027,381
558,1027,381
255,1028,653
255,1028,653
987,1029,408
987,1029,408
623,1030,105
623,1030,105
29,1031,754
29,1031,754
480,1032,926
480,1032,926
959,1033,620
959,1033,620
134,1034,417
134,1034,417
448,1035,471
448,1035,471
570,1036,166
570,1036,166
621,1037,620
621,1037,620
313,1038,941
313,1038,941
185,1039,837
185,1039,837
910,1040,371
910,1040,371
383,1041,89
383,1041,89
961,1042,906
961,1042,906
919,1043,380
919,1043,380
843,1044,826
843,1044,826
392,1045,486
392,1045,486
943,1046,793
943,1046,793
907,1047,468
907,1047,468
886,1048,540
886,1048,540
310,1049,925
310,1049,925
553,1050,678
553,1050,678
809,1051,73
809,1051,73
898,1052,910
898,1052,910
882,1053,657
882,1053,657
233,1054,515
233,1054,515
368,1055,382
368,1055,382
943,1056,410
943,1056,410
177,1057,618
177,1057,618
825,1058,788
825,1058,788
489,1059,378
489,1059,378
251,1060,381
251,1060,381
15,1061,576
15,1061,576
976,1062,507
976,1062,507
318,1063,885
318,1063,885
11,1064,600
11,1064,600
414,1065,199
414,1065,199
475,1066,932
475,1066,932
100,1067,423
100,1067,423
905,1068,315
905,1068,315
497,1069,881
497,1069,881
887,1070,133
887,1070,133
27,1071,666
27,1071,666
51,1072,857
51,1072,857
187,1073,840
187,1073,840
111,1074,954
111,1074,954
415,1075,311
415,1075,311
930,1076,517
930,1076,517
377,1077,291
377,1077,291
17,1078,253
17,1078,253
689,1079,401
689,1079,401
511,1080,689
511,1080,689
567,1081,698
567,1081,698
202,1082,876
202,1082,876
903,1083,409
903,1083,409
525,1084,156
525,1084,156
970,1085,910
970,1085,910
895,1086,642
895,1086,642
629,1087,32
629,1087,32
735,1088,92
735,1088,92
238,1089,565
238,1089,565
148,1090,731
148,1090,731
760,1091,948
760,1091,948
35,1092,321
35,1092,321
13,1093,633
13,1093,633
937,1094,876
937,1094,876
104,1095,101
104,1095,101
914,1096,604
914,1096,604
524,1097,15
524,1097,15
534,1098,16
534,1098,16
883,1099,874
883,1099,874
761,1100,508
761,1100,508
866,1101,306
866,1101,306
486,1102,299
486,1102,299
337,1103,718
337,1103,718
769,1104,457
769,1104,457
242,1105,510
242,1105,510
4,1106,529
4,1106,529
999,1107,860
999,1107,860
319,1108,38
319,1108,38
874,1109,607
874,1109,607
395,1110,900
395,1110,900
856,1111,354
856,1111,354
559,1112,95
559,1112,95
210,1113,177
210,1113,177
299,1114,466
299,1114,466
345,1115,615
345,1115,615
520,1116,578
520,1116,578
68,1117,293
68,1117,293
656,1118,77
656,1118,77
258,1119,153
258,1119,153
600,1120,608
600,1120,608
232,1121,630
232,1121,630
31,1122,739
31,1122,739
944,1123,844
944,1123,844
234,1124,136
234,1124,136
475,1125,301
475,1125,301
6,1126,189
6,1126,189
529,1127,590
529,1127,590
492,1128,452
492,1128,452
266,1129,359
266,1129,359
996,1130,251
996,1130,251
774,1131,391
774,1131,391
190,1132,545
190,1132,545
860,1133,105
860,1133,105
595,1134,624
595,1134,624
344,1135,906
344,1135,906
610,1136,699
610,1136,699
519,1137,810
519,1137,810
411,1138,653
411,1138,653
614,1139,850
614,1139,850
31,1140,131
31,1140,131
616,1141,169
616,1141,169
