from,edge,to
608,166,34
271,167,604
890,168,129
392,169,849
364,170,452
798,171,311
496,172,248
336,173,326
488,174,547
774,175,276
576,176,698
478,177,533
877,178,618
284,179,239
59,180,150
230,181,44
173,182,686
163,183,858
928,184,190
938,185,767
337,186,666
512,187,851
824,188,177
175,189,376
172,190,143
111,191,853
170,192,459
816,193,616
188,194,770
659,195,958
140,196,913
409,197,26
206,198,79
861,199,289
933,200,87
750,201,937
773,202,954
133,203,359
244,204,10
520,205,642
495,206,876
457,207,327
159,208,493
550,209,371
108,210,376
836,211,832
455,212,830
264,213,283
539,214,581
104,215,173
3,216,607
919,217,589
244,218,80
79,219,193
968,220,772
785,221,940
345,222,377
302,223,700
377,224,922
612,225,762
357,226,675
140,227,614
584,228,295
96,229,327
763,230,837
800,231,772
45,232,663
639,233,67
15,234,548
612,235,422
476,236,770
359,237,178
904,238,515
197,239,196
443,240,274
499,241,618
698,242,955
301,243,374
954,244,481
356,245,698
614,246,89
148,247,366
304,248,765
879,249,442
515,250,662
972,251,345
900,252,286
651,253,479
627,254,466
868,255,25
107,256,668
105,257,944
248,258,355
439,259,531
341,260,718
555,261,836
15,262,763
41,263,362
993,264,323
943,265,148
581,266,68
187,267,626
95,268,87
53,269,626
544,270,503
494,271,290
213,272,320
989,273,987
377,274,585
113,275,511
562,276,434
567,277,835
989,278,697
94,279,999
563,280,779
625,281,5
922,282,915
149,283,124
633,284,871
889,285,154
639,286,925
261,287,827
954,288,712
314,289,728
729,290,975
130,291,683
417,292,398
559,293,148
574,294,782
376,295,638
243,296,525
239,297,806
898,298,831
438,299,610
774,300,145
856,301,462
245,302,738
381,303,435
433,304,57
783,305,843
286,306,514
783,307,696
26,308,251
261,309,897
826,310,196
668,311,836
185,312,181
447,313,79
151,314,760
820,315,297
389,316,223
635,317,958
518,318,281
698,319,37
660,320,534
425,321,951
741,322,809
934,323,911
276,324,741
974,325,449
101,326,249
984,327,460
86,328,250
553,329,13
996,330,92
484,331,371
722,332,770
654,333,403
84,334,673
84,335,580
483,336,693
508,337,297
155,338,916
149,339,638
143,340,381
850,341,505
804,342,703
55,343,530
956,344,346
225,345,282
245,346,175
958,347,81
839,348,835
807,349,45
733,350,940
16,351,357
997,352,325
725,353,510
262,354,887
365,355,563
252,356,125
205,357,787
977,358,951
297,359,874
632,360,749
509,361,84
898,362,75
712,363,129
810,364,488
400,365,632
857,366,463
148,367,375
259,368,929
499,369,344
511,370,510
608,371,137
764,372,45
395,373,730
844,374,316
849,375,353
565,376,931
390,377,699
422,378,994
402,379,554
170,380,308
147,381,302
185,382,845
440,383,370
817,384,157
868,385,106
715,386,328
735,387,971
226,388,228
136,389,776
819,390,961
334,391,958
705,392,242
615,393,302
237,394,243
486,395,886
787,396,21
659,397,44
163,398,816
300,399,843
41,400,403
35,401,823
711,402,14
200,403,627
414,404,164
688,405,516
220,406,484
850,407,670
292,408,538
440,409,360
117,410,628
630,411,992
395,412,786
969,413,157
468,414,674
399,415,204
649,416,963
314,417,778
156,418,384
917,419,843
384,420,742
46,421,159
943,422,728
773,423,703
104,424,338
37,425,174
658,426,927
438,427,240
46,428,587
726,429,902
764,430,260
934,431,65
191,432,449
824,433,327
781,434,717
80,435,378
500,436,384
395,437,202
434,438,508
881,439,276
586,440,509
751,441,30
24,442,209
99,443,560
999,444,396
613,445,603
115,446,394
233,447,881
723,448,576
215,449,137
767,450,62
186,451,425
463,452,719
657,453,563
971,454,206
651,455,56
462,456,934
689,457,440
816,458,753
310,459,59
740,460,315
932,461,539
390,462,440
686,463,82
402,464,369
642,465,181
486,466,35
527,467,201
279,468,991
34,469,130
97,470,106
685,471,887
26,472,65
163,473,371
61,474,113
412,475,940
767,476,646
609,477,775
801,478,283
875,479,351
647,480,424
66,481,905
454,482,688
747,483,602
758,484,101
994,485,307
808,486,67
320,487,953
912,488,419
190,489,916
260,490,531
32,491,25
421,492,977
132,493,900
888,494,528
770,495,813
356,496,810
300,497,183
184,498,379
55,499,428
529,500,784
584,501,95
327,502,776
445,503,755
865,504,529
563,505,986
276,506,370
84,507,350
35,508,963
936,509,20
621,510,411
275,511,877
352,512,633
668,513,325
288,514,470
401,515,428
135,516,397
755,517,763
5,518,663
920,519,863
897,520,448
820,521,876
103,522,7
977,523,893
916,524,339
10,525,815
369,526,472
294,527,247
579,528,302
968,529,278
312,530,892
607,531,206
830,532,114
159,533,348
821,534,478
695,535,678
746,536,894
840,537,638
86,538,49
920,539,748
450,540,177
852,541,108
895,542,878
578,543,125
544,544,992
853,545,254
858,546,885
513,547,520
182,548,816
337,549,795
252,550,169
1,551,781
79,552,908
757,553,257
838,554,587
28,555,589
711,556,709
581,557,842
782,558,454
503,559,797
421,560,71
513,561,990
629,562,858
185,563,485
499,564,670
81,565,689
723,566,846
309,567,484
48,568,800
400,569,237
969,570,463
471,571,884
908,572,863
580,573,824
236,574,929
900,575,159
404,576,928
597,577,443
542,578,597
707,579,514
300,580,465
626,581,592
231,582,395
235,583,692
232,584,668
155,585,353
651,586,398
816,587,778
945,588,542
827,589,852
1,590,71
496,591,630
452,592,909
720,593,616
32,594,351
118,595,911
336,596,493
247,597,759
295,598,700
898,599,109
875,600,179
966,601,216
190,602,770
808,603,334
287,604,715
37,605,606
529,606,852
735,607,623
482,608,648
867,609,557
124,610,591
56,611,10
60,612,708
633,613,504
617,614,568
893,615,999
873,616,524
489,617,942
748,618,22
606,619,995
752,620,632
554,621,34
818,622,735
496,623,620
810,624,803
773,625,583
675,626,953
13,627,463
460,628,803
575,629,485
425,630,925
669,631,356
60,632,392
553,633,924
831,634,713
257,635,381
863,636,547
59,637,798
793,638,881
86,639,774
404,640,368
305,641,541
970,642,873
355,643,95
979,644,357
344,645,814
249,646,352
316,647,419
603,648,971
862,649,731
323,650,525
728,651,435
691,652,227
594,653,751
926,654,338
149,655,251
440,656,356
758,657,585
608,658,451
528,659,949
530,660,678
822,661,753
802,662,785
728,663,371
545,664,377
99,665,129
533,666,121
52,667,315
552,668,69
784,669,956
525,670,189
398,671,881
113,672,707
920,673,766
805,674,494
209,675,187
344,676,676
920,677,671
366,678,914
961,679,880
394,680,806
363,681,516
361,682,250
698,683,600
66,684,597
967,685,178
723,686,237
646,687,518
413,688,925
207,689,515
374,690,436
750,691,591
999,692,635
450,693,882
970,694,974
772,695,1
622,696,333
697,697,976
813,698,995
883,699,132
846,700,121
165,701,406
157,702,237
941,703,805
905,704,592
624,705,236
780,706,499
595,707,1000
701,708,304
418,709,242
350,710,970
546,711,268
420,712,474
572,713,14
760,714,552
918,715,117
736,716,357
80,717,249
258,718,76
913,719,249
368,720,235
215,721,636
355,722,791
443,723,322
210,724,665
326,725,729
429,726,11
676,727,485
88,728,914
177,729,424
21,730,339
514,731,733
225,732,333
569,733,562
273,734,783
469,735,873
998,736,326
634,737,707
820,738,30
96,739,233
463,740,511
990,741,178
906,742,56
24,743,267
647,744,693
625,745,279
894,746,977
50,747,631
488,748,737
424,749,554
366,750,731
174,751,157
142,752,466
523,753,753
42,754,817
186,755,344
700,756,884
619,757,878
585,758,25
532,759,71
874,760,621
727,761,166
457,762,42
263,763,862
707,764,242
366,765,682
844,766,500
380,767,858
117,768,977
158,769,13
730,770,888
86,771,502
275,772,853
367,773,696
398,774,782
5,775,526
290,776,995
612,777,134
519,778,453
659,779,281
358,780,154
57,781,531
650,782,320
591,783,19
611,784,702
916,785,393
369,786,208
697,787,379
761,788,452
40,789,895
48,790,648
229,791,551
431,792,688
227,793,500
631,794,472
971,795,71
389,796,273
954,797,151
430,798,876
200,799,443
181,800,673
100,801,406
128,802,707
805,803,703
445,804,65
105,805,940
25,806,289
373,807,189
439,808,554
468,809,695
627,810,967
571,811,676
4,812,981
269,813,571
504,814,635
379,815,825
662,816,303
92,817,990
550,818,790
110,819,771
22,820,135
675,821,499
134,822,719
303,823,658
455,824,101
318,825,714
845,826,935
960,827,355
528,828,758
609,829,158
932,830,989
302,831,753
42,832,694
755,833,669
4,834,676
924,835,693
726,836,297
582,837,392
158,838,783
870,839,193
267,840,862
158,841,289
853,842,811
285,843,480
41,844,850
452,845,227
597,846,392
385,847,990
67,848,506
690,849,271
569,850,852
223,851,372
36,852,507
421,853,635
44,854,451
289,855,699
341,856,914
695,857,386
116,858,957
477,859,660
377,860,327
431,861,128
373,862,630
394,863,414
557,864,845
975,865,128
75,866,2
701,867,418
391,868,224
847,869,526
852,870,463
213,871,47
762,872,77
436,873,533
964,874,267
717,875,41
406,876,131
524,877,324
889,878,27
275,879,110
949,880,363
133,881,840
824,882,92
814,883,634
185,884,436
267,885,120
347,886,797
463,887,642
408,888,37
451,889,446
233,890,675
248,891,821
61,892,699
658,893,692
144,894,445
470,895,8
815,896,585
540,897,990
441,898,463
81,899,752
100,900,175
411,901,943
522,902,971
428,903,463
35,904,867
960,905,694
926,906,594
378,907,432
466,908,132
296,909,677
433,910,514
114,911,837
323,912,621
823,913,650
821,914,432
40,915,653
351,916,192
337,917,944
517,918,691
126,919,6
236,920,545
51,921,791
135,922,185
582,923,568
882,924,221
64,925,112
853,926,280
870,927,579
222,928,954
541,929,121
585,930,646
716,931,679
809,932,690
478,933,681
242,934,100
460,935,805
114,936,137
42,937,726
686,938,565
540,939,377
961,940,448
910,941,421
515,942,786
140,943,685
745,944,709
339,945,556
155,946,867
782,947,556
505,948,631
669,949,143
105,950,690
639,951,608
32,952,594
64,953,737
365,954,868
587,955,663
323,956,796
363,957,99
824,958,417
735,959,806
121,960,349
692,961,840
799,962,426
483,963,842
228,964,490
96,965,802
214,966,105
497,967,791
645,968,487
240,969,734
30,970,756
921,971,823
658,972,337
51,973,943
434,974,387
6,975,759
891,976,28
270,977,385
167,978,229
949,979,926
343,980,613
670,981,71
474,982,721
811,983,23
388,984,991
306,985,17
395,986,1
284,987,988
344,988,637
482,989,636
954,990,888
625,991,489
846,992,260
188,993,678
824,994,864
692,995,597
365,996,660
867,997,687
539,998,602
766,999,809
574,1000,166
725,1001,882
117,1002,607
687,1003,316
514,1004,250
94,1005,233
302,1006,841
600,1007,744
151,1008,548
353,1009,170
662,1010,719
400,1011,924
178,1012,914
440,1013,359
110,1014,498
383,1015,206
299,1016,202
439,1017,16
869,1018,848
881,1019,156
818,1020,177
119,1021,33
292,1022,643
800,1023,340
155,1024,961
799,1025,58
174,1026,320
808,1027,433
853,1028,708
539,1029,748
58,1030,66
882,1031,37
600,1032,853
402,1033,971
767,1034,224
310,1035,465
304,1036,489
841,1037,810
279,1038,143
528,1039,839
645,1040,740
474,1041,902
635,1042,342
383,1043,514
318,1044,569
972,1045,58
541,1046,208
363,1047,351
92,1048,275
489,1049,706
629,1050,835
752,1051,570
820,1052,912
232,1053,668
562,1054,413
640,1055,329
557,1056,216
810,1057,704
741,1058,990
435,1059,465
56,1060,692
181,1061,244
546,1062,774
691,1063,579
760,1064,958
566,1065,820
543,1066,305
698,1067,728
661,1068,8
760,1069,427
539,1070,787
97,1071,964
333,1072,789
438,1073,200
845,1074,474
289,1075,48
343,1076,947
129,1077,628
744,1078,389
179,1079,693
70,1080,199
220,1081,989
592,1082,469
916,1083,149
824,1084,581
34,1085,511
428,1086,837
672,1087,679
684,1088,911
342,1089,77
955,1090,37
440,1091,649
219,1092,785
229,1093,197
302,1094,706
715,1095,788
391,1096,796
382,1097,278
453,1098,494
553,1099,60
918,1100,15
168,1101,572
676,1102,541
607,1103,393
503,1104,795
655,1105,641
121,1106,265
802,1107,687
137,1108,313
541,1109,780
186,1110,279
631,1111,274
147,1112,864
319,1113,122
634,1114,880
286,1115,454
902,1116,878
718,1117,289
511,1118,438
139,1119,849
238,1120,442
875,1121,420
983,1122,71
418,1123,90
704,1124,614
586,1125,588
471,1126,88
17,1127,191
804,1128,887
539,1129,897
441,1130,509
702,1131,499
533,1132,463
699,1133,385
855,1134,752
403,1135,58
385,1136,166
289,1137,648
444,1138,935
99,1139,829
40,1140,297
137,1141,747
64,1142,699
550,1143,37
287,1144,124
123,1145,825
290,1146,921
993,1147,915
633,1148,269
255,1149,381
913,1150,201
825,1151,67
967,1152,827
722,1153,356
501,1154,903
68,1155,913
429,1156,819
523,1157,486
92,1158,977
452,1159,391
539,1160,591
927,1161,818
722,1162,552
745,1163,569
548,1164,940
829,1165,978
521,1166,366
776,1167,120
368,1168,952
733,1169,953
900,1170,18
98,1171,351
233,1172,731
74,1173,330
63,1174,994
891,1175,467
172,1176,794
16,1177,784
391,1178,201
517,1179,103
11,1180,776
248,1181,963
479,1182,585
759,1183,234
796,1184,442
868,1185,479
48,1186,978
19,1187,700
370,1188,40
749,1189,842
946,1190,13
529,1191,572
440,1192,283
78,1193,862
347,1194,513
40,1195,541
214,1196,313
977,1197,682
292,1198,709
571,1199,811
985,1200,345
907,1201,188
434,1202,494
545,1203,47
26,1204,373
265,1205,113
508,1206,667
409,1207,973
750,1208,634
90,1209,810
123,1210,793
93,1211,267
160,1212,596
148,1213,96
336,1214,868
17,1215,932
55,1216,13
394,1217,40
106,1218,672
785,1219,462
779,1220,292
235,1221,490
413,1222,446
199,1223,20
442,1224,364
986,1225,311
821,1226,134
285,1227,439
812,1228,78
682,1229,156
42,1230,186
971,1231,423
295,1232,447
158,1233,576
898,1234,412
860,1235,994
661,1236,571
610,1237,245
579,1238,819
632,1239,224
784,1240,850
872,1241,580
468,1242,480
97,1243,131
225,1244,372
530,1245,565
826,1246,291
857,1247,142
861,1248,500
722,1249,309
373,1250,767
